Points,Expansions,PlayerCount,Platform,factionsInGame.1,factionsInGame.2,factionsInGame.3,factionsInGame.4,factionsInGame.5,factionsInGame.6,factionsInGame.7,factionsInGame.8,WinningFaction,Index
10,"Prophecy of Kings Only",6,"Async","Naaz-Rokha Alliance"," Empyrean"," Winnu"," Argent Flight"," Sardakk N'orr"," Xxcha Kingdom","","","Naaz-Rokha Alliance",5051
10,"Prophecy of Kings Only",6,"Async","Ghosts of Creuss"," Naaz-Rokha Alliance"," Sardakk N'orr"," Mahact Gene-Sorcerers"," Vuil'raith Cabal"," Xxcha Kingdom","","","Sardakk N'orr",5068
10,"Prophecy of Kings Only",6,"Async","Arborec"," Yssaril Tribes"," Mentak Coalition"," Nomad"," Federation of Sol"," Xxcha Kingdom","","","Nomad",5091
10,"Prophecy of Kings Only",6,"Async","Arborec"," Empyrean"," Nekro Virus"," Universities of Jol-Nar"," Yssaril Tribes"," Xxcha Kingdom","","","Nekro Virus",5101
10,"Prophecy of Kings Only",6,"Async","Nomad"," Argent Flight"," Clan of Saar"," Yssaril Tribes"," Naalu Collective"," Xxcha Kingdom","","","Naalu Collective",5105
10,"Prophecy of Kings Only",6,"Async","Keleres ~ Mentak"," Federation of Sol"," Vuil'raith Cabal"," Titans of Ul"," Mahact Gene-Sorcerers"," Xxcha Kingdom","","","Federation of Sol",5112
10,"Prophecy of Kings Only",6,"Async","Arborec"," Naaz-Rokha Alliance"," Embers of Muaat"," Emirates of Hacan"," Nekro Virus"," Xxcha Kingdom","","","Arborec",5131
10,"Prophecy of Kings Only",6,"Async","Argent Flight"," Winnu"," Emirates of Hacan"," Vuil'raith Cabal"," Federation of Sol"," Xxcha Kingdom","","","Argent Flight",5150
10,"Prophecy of Kings Only",6,"Async","Barony of Letnev"," Universities of Jol-Nar"," L1Z1X Mindnet"," Ghosts of Creuss"," Federation of Sol"," Xxcha Kingdom","","","Federation of Sol",5185
10,"Prophecy of Kings Only",6,"Async","Arborec"," Nomad"," Winnu"," Ghosts of Creuss"," Titans of Ul"," Xxcha Kingdom","","","Ghosts of Creuss",5191
10,"Prophecy of Kings Only",6,"Async","Yin Brotherhood"," L1Z1X Mindnet"," Keleres ~ Mentak"," Ghosts of Creuss"," Titans of Ul"," Xxcha Kingdom","","","L1Z1X Mindnet",5197
10,"Prophecy of Kings Only",6,"Async","Yin Brotherhood"," Naaz-Rokha Alliance"," Vuil'raith Cabal"," Barony of Letnev"," Naalu Collective"," Xxcha Kingdom","","","Naaz-Rokha Alliance",5225
10,"Prophecy of Kings Only",6,"Async","Mahact Gene-Sorcerers"," Nomad"," Naalu Collective"," Arborec"," Emirates of Hacan"," Xxcha Kingdom","","","Naalu Collective",5229
10,"Prophecy of Kings Only",6,"Async","Nomad"," Federation of Sol"," Vuil'raith Cabal"," Naaz-Rokha Alliance"," Barony of Letnev"," Xxcha Kingdom","","","Naaz-Rokha Alliance",5267
10,"Prophecy of Kings Only",6,"Async","Federation of Sol"," Ghosts of Creuss"," Emirates of Hacan"," Clan of Saar"," Mahact Gene-Sorcerers"," Xxcha Kingdom","","","Ghosts of Creuss",5313
10,"Prophecy of Kings Only",6,"Async","Barony of Letnev"," Keleres ~ Mentak"," Naalu Collective"," Empyrean"," Yssaril Tribes"," Xxcha Kingdom","","","Naalu Collective",5325
10,"Prophecy of Kings Only",6,"Async","Nomad"," Titans of Ul"," Universities of Jol-Nar"," Keleres ~ Mentak"," Mahact Gene-Sorcerers"," Xxcha Kingdom","","","Titans of Ul",5357
10,"Prophecy of Kings Only",6,"Async","Nomad"," L1Z1X Mindnet"," Argent Flight"," Empyrean"," Keleres ~ Mentak"," Xxcha Kingdom","","","Xxcha Kingdom",5389
10,"Prophecy of Kings Only",6,"Async","Ghosts of Creuss"," Embers of Muaat"," Argent Flight"," Barony of Letnev"," Naalu Collective"," Xxcha Kingdom","","","Barony of Letnev",5429
10,"Prophecy of Kings Only",6,"Async","Nekro Virus"," Arborec"," Vuil'raith Cabal"," L1Z1X Mindnet"," Argent Flight"," Xxcha Kingdom","","","L1Z1X Mindnet",5471
10,"Prophecy of Kings Only",6,"Async","Barony of Letnev"," Federation of Sol"," Sardakk N'orr"," Mahact Gene-Sorcerers"," Titans of Ul"," Xxcha Kingdom","","","Mahact Gene-Sorcerers",5518
10,"Prophecy of Kings Only",6,"Async","Yin Brotherhood"," Argent Flight"," L1Z1X Mindnet"," Keleres ~ Mentak"," Arborec"," Xxcha Kingdom","","","Xxcha Kingdom",5674
10,"Prophecy of Kings Only",6,"Async","Sardakk N'orr"," Mentak Coalition"," Universities of Jol-Nar"," Ghosts of Creuss"," Embers of Muaat"," Xxcha Kingdom","","","Sardakk N'orr",5708
10,"Prophecy of Kings Only",6,"Async","Keleres ~ Argent"," Barony of Letnev"," Naalu Collective"," Winnu"," Mentak Coalition"," Xxcha Kingdom","","","Keleres ~ Argent",5731
10,"Prophecy of Kings Only",6,"Async","Naaz-Rokha Alliance"," Federation of Sol"," Embers of Muaat"," Nekro Virus"," Vuil'raith Cabal"," Xxcha Kingdom","","","Federation of Sol",5766
10,"Prophecy of Kings Only",6,"Async","Titans of Ul"," Argent Flight"," Nomad"," Empyrean"," Keleres ~ Mentak"," Xxcha Kingdom","","","Argent Flight",5777
10,"Prophecy of Kings Only",6,"Async","Clan of Saar"," Argent Flight"," Arborec"," Ghosts of Creuss"," Sardakk N'orr"," Xxcha Kingdom","","","Sardakk N'orr",5789
10,"Prophecy of Kings Only",6,"Async","Ghosts of Creuss"," Naaz-Rokha Alliance"," Clan of Saar"," Barony of Letnev"," Federation of Sol"," Xxcha Kingdom","","","Xxcha Kingdom",5819
10,"Prophecy of Kings Only",6,"Async","Arborec"," Yin Brotherhood"," Naalu Collective"," L1Z1X Mindnet"," Federation of Sol"," Xxcha Kingdom","","","Yin Brotherhood",5862
10,"Prophecy of Kings Only",6,"Async","Winnu"," L1Z1X Mindnet"," Embers of Muaat"," Emirates of Hacan"," Naalu Collective"," Xxcha Kingdom","","","Winnu",5872
10,"Prophecy of Kings Only",6,"Async","Argent Flight"," Sardakk N'orr"," L1Z1X Mindnet"," Clan of Saar"," Mahact Gene-Sorcerers"," Xxcha Kingdom","","","Argent Flight",5886
10,"Prophecy of Kings Only",6,"Async","Naaz-Rokha Alliance"," Barony of Letnev"," Winnu"," Emirates of Hacan"," Embers of Muaat"," Xxcha Kingdom","","","Winnu",5895
10,"Prophecy of Kings Only",6,"Async","Empyrean"," Yssaril Tribes"," Mahact Gene-Sorcerers"," Ghosts of Creuss"," Argent Flight"," Xxcha Kingdom","","","Yssaril Tribes",5905
10,"Prophecy of Kings Only",6,"Async","Clan of Saar"," Keleres ~ Mentak"," Federation of Sol"," Winnu"," Titans of Ul"," Xxcha Kingdom","","","Federation of Sol",5907
10,"Prophecy of Kings Only",6,"Async","Arborec"," Winnu"," Argent Flight"," Vuil'raith Cabal"," Mentak Coalition"," Xxcha Kingdom","","","Arborec",5938
10,"Prophecy of Kings Only",6,"Async","Sardakk N'orr"," Mahact Gene-Sorcerers"," Naalu Collective"," Yssaril Tribes"," Empyrean"," Xxcha Kingdom","","","Naalu Collective",5970
10,"Prophecy of Kings Only",6,"Async","Federation of Sol"," Yin Brotherhood"," Ghosts of Creuss"," Sardakk N'orr"," Yssaril Tribes"," Xxcha Kingdom","","","Federation of Sol",5989
10,"Prophecy of Kings Only",6,"Async","Vuil'raith Cabal"," Nomad"," Empyrean"," Argent Flight"," Yssaril Tribes"," Xxcha Kingdom","","","Xxcha Kingdom",6013
10,"Prophecy of Kings Only",6,"Async","Emirates of Hacan"," Nekro Virus"," Naalu Collective"," L1Z1X Mindnet"," Ghosts of Creuss"," Xxcha Kingdom","","","Xxcha Kingdom",6046
10,"Prophecy of Kings Only",6,"Async","Emirates of Hacan"," Sardakk N'orr"," Keleres ~ Mentak"," Yin Brotherhood"," Naalu Collective"," Xxcha Kingdom","","","Keleres ~ Mentak",6048
10,"Prophecy of Kings Only",6,"Async","Federation of Sol"," Barony of Letnev"," Clan of Saar"," L1Z1X Mindnet"," Emirates of Hacan"," Xxcha Kingdom","","","Xxcha Kingdom",6064
10,"Prophecy of Kings Only",6,"Async","Emirates of Hacan"," Keleres ~ Mentak"," Titans of Ul"," Universities of Jol-Nar"," Naalu Collective"," Xxcha Kingdom","","","Emirates of Hacan",6095
10,"Prophecy of Kings Only",6,"Async","Titans of Ul"," Federation of Sol"," L1Z1X Mindnet"," Yssaril Tribes"," Emirates of Hacan"," Xxcha Kingdom","","","Yssaril Tribes",6143
10,"Prophecy of Kings Only",6,"Async","Winnu"," Federation of Sol"," Naaz-Rokha Alliance"," Mahact Gene-Sorcerers"," Vuil'raith Cabal"," Xxcha Kingdom","","","Xxcha Kingdom",6150
10,"Prophecy of Kings Only",6,"Async","Naalu Collective"," Vuil'raith Cabal"," Clan of Saar"," Titans of Ul"," Emirates of Hacan"," Xxcha Kingdom","","","Naalu Collective",6156
10,"Prophecy of Kings Only",6,"Async","Titans of Ul"," Universities of Jol-Nar"," Keleres ~ Mentak"," Yssaril Tribes"," Naaz-Rokha Alliance"," Xxcha Kingdom","","","Titans of Ul",6173
10,"Prophecy of Kings Only",6,"Async","Mentak Coalition"," Keleres ~ Argent"," Vuil'raith Cabal"," Arborec"," Yin Brotherhood"," Xxcha Kingdom","","","Keleres ~ Argent",6186
10,"Prophecy of Kings Only",6,"Async","Argent Flight"," Nekro Virus"," Titans of Ul"," Empyrean"," Clan of Saar"," Xxcha Kingdom","","","Argent Flight",6291
10,"Prophecy of Kings Only",6,"Async","Keleres ~ Argent"," Barony of Letnev"," Mentak Coalition"," Sardakk N'orr"," Universities of Jol-Nar"," Xxcha Kingdom","","","Xxcha Kingdom",6299
10,"Prophecy of Kings Only",6,"Async","Emirates of Hacan"," Mahact Gene-Sorcerers"," Sardakk N'orr"," Naalu Collective"," Keleres ~ Mentak"," Xxcha Kingdom","","","Xxcha Kingdom",6375
10,"Prophecy of Kings Only",6,"Async","Barony of Letnev"," Argent Flight"," Winnu"," Universities of Jol-Nar"," Naaz-Rokha Alliance"," Xxcha Kingdom","","","Naaz-Rokha Alliance",6400
10,"Prophecy of Kings Only",6,"Async","Barony of Letnev"," Clan of Saar"," Sardakk N'orr"," Emirates of Hacan"," Titans of Ul"," Xxcha Kingdom","","","Clan of Saar",6420
10,"Prophecy of Kings Only",6,"Async","Argent Flight"," Nekro Virus"," Federation of Sol"," Naaz-Rokha Alliance"," Empyrean"," Xxcha Kingdom","","","Empyrean",6456
10,"Prophecy of Kings Only",6,"Async","Arborec"," Winnu"," Keleres ~ Mentak"," Nomad"," Ghosts of Creuss"," Xxcha Kingdom","","","Ghosts of Creuss",6479
10,"Prophecy of Kings Only",6,"Async","Nekro Virus"," Keleres ~ Mentak"," Embers of Muaat"," Yssaril Tribes"," L1Z1X Mindnet"," Xxcha Kingdom","","","Yssaril Tribes",6499
10,"Prophecy of Kings Only",6,"Async","Nomad"," L1Z1X Mindnet"," Clan of Saar"," Titans of Ul"," Yssaril Tribes"," Xxcha Kingdom","","","Yssaril Tribes",6569
10,"Prophecy of Kings Only",6,"Async","Embers of Muaat"," L1Z1X Mindnet"," Sardakk N'orr"," Naaz-Rokha Alliance"," Mahact Gene-Sorcerers"," Xxcha Kingdom","","","Naaz-Rokha Alliance",6581
10,"Prophecy of Kings Only",6,"Async","Mahact Gene-Sorcerers"," Keleres ~ Mentak"," Naalu Collective"," Titans of Ul"," Naaz-Rokha Alliance"," Xxcha Kingdom","","","Naalu Collective",6622
10,"Prophecy of Kings Only",6,"Async","Yssaril Tribes"," Emirates of Hacan"," Nekro Virus"," Barony of Letnev"," Yin Brotherhood"," Xxcha Kingdom","","","Yssaril Tribes",6628
10,"Prophecy of Kings Only",6,"Async","Naalu Collective"," Yssaril Tribes"," Universities of Jol-Nar"," Nekro Virus"," Naaz-Rokha Alliance"," Xxcha Kingdom","","","Xxcha Kingdom",6699
10,"Prophecy of Kings Only",6,"Async","Clan of Saar"," Mentak Coalition"," Keleres ~ Argent"," Federation of Sol"," Universities of Jol-Nar"," Xxcha Kingdom","","","Universities of Jol-Nar",6718
10,"Prophecy of Kings Only",6,"Async","Universities of Jol-Nar"," Titans of Ul"," Barony of Letnev"," Nomad"," Mahact Gene-Sorcerers"," Xxcha Kingdom","","","Universities of Jol-Nar",6724
10,"Prophecy of Kings Only",6,"Async","Yin Brotherhood"," Keleres ~ Mentak"," Ghosts of Creuss"," L1Z1X Mindnet"," Empyrean"," Xxcha Kingdom","","","Xxcha Kingdom",6736
10,"Prophecy of Kings Only",6,"Async","Argent Flight"," Keleres ~ Mentak"," Titans of Ul"," Yssaril Tribes"," Yin Brotherhood"," Xxcha Kingdom","","","Yssaril Tribes",6745
10,"Prophecy of Kings Only",6,"Async","Mahact Gene-Sorcerers"," Nekro Virus"," Embers of Muaat"," Yin Brotherhood"," Nomad"," Xxcha Kingdom","","","Embers of Muaat",6750
10,"Prophecy of Kings Only",6,"Async","Yin Brotherhood"," Nekro Virus"," L1Z1X Mindnet"," Naalu Collective"," Naaz-Rokha Alliance"," Xxcha Kingdom","","","Naalu Collective",6775
10,"Prophecy of Kings Only",6,"Async","Yin Brotherhood"," Embers of Muaat"," Universities of Jol-Nar"," Keleres ~ Mentak"," Winnu"," Xxcha Kingdom","","","Keleres ~ Mentak",6784
10,"Prophecy of Kings Only",6,"Async","Argent Flight"," Clan of Saar"," Yin Brotherhood"," Naalu Collective"," Emirates of Hacan"," Xxcha Kingdom","","","Argent Flight",6795
10,"Prophecy of Kings Only",6,"Async","Ghosts of Creuss"," Barony of Letnev"," Yssaril Tribes"," Mentak Coalition"," Argent Flight"," Xxcha Kingdom","","","Yssaril Tribes",6798
10,"Prophecy of Kings Only",6,"Async","Clan of Saar"," Argent Flight"," Naalu Collective"," Keleres ~ Mentak"," Nekro Virus"," Xxcha Kingdom","","","Nekro Virus",6813
10,"Prophecy of Kings Only",6,"Async","Federation of Sol"," Empyrean"," Nekro Virus"," Naaz-Rokha Alliance"," Sardakk N'orr"," Xxcha Kingdom","","","Federation of Sol",6827
10,"Prophecy of Kings Only",6,"Async","Sardakk N'orr"," Yin Brotherhood"," Embers of Muaat"," Naalu Collective"," Titans of Ul"," Xxcha Kingdom","","","Titans of Ul",6833
10,"Prophecy of Kings Only",6,"Async","Naalu Collective"," Mentak Coalition"," Keleres ~ Argent"," Emirates of Hacan"," Empyrean"," Xxcha Kingdom","","","Keleres ~ Argent",6873
10,"Prophecy of Kings Only",6,"Async","Arborec"," Vuil'raith Cabal"," Yin Brotherhood"," Argent Flight"," Naaz-Rokha Alliance"," Xxcha Kingdom","","","Naaz-Rokha Alliance",6878
10,"Prophecy of Kings Only",6,"Async","Clan of Saar"," Argent Flight"," Yssaril Tribes"," Winnu"," Emirates of Hacan"," Xxcha Kingdom","","","Winnu",6881
10,"Prophecy of Kings Only",6,"Async","Ghosts of Creuss"," Barony of Letnev"," Argent Flight"," Nomad"," Titans of Ul"," Xxcha Kingdom","","","Nomad",6891
10,"Prophecy of Kings Only",6,"Async","Argent Flight"," Sardakk N'orr"," L1Z1X Mindnet"," Mahact Gene-Sorcerers"," Ghosts of Creuss"," Xxcha Kingdom","","","Ghosts of Creuss",6902
10,"Prophecy of Kings Only",6,"Async","Yin Brotherhood"," Yssaril Tribes"," Naaz-Rokha Alliance"," Mentak Coalition"," Ghosts of Creuss"," Xxcha Kingdom","","","Naaz-Rokha Alliance",6940
10,"Prophecy of Kings Only",6,"Async","Nomad"," Clan of Saar"," Embers of Muaat"," Titans of Ul"," Naaz-Rokha Alliance"," Xxcha Kingdom","","","Nomad",6942
10,"Prophecy of Kings Only",6,"Async","Emirates of Hacan"," Titans of Ul"," Argent Flight"," Naaz-Rokha Alliance"," Ghosts of Creuss"," Xxcha Kingdom","","","Argent Flight",6961
10,"Prophecy of Kings Only",6,"Async","Yssaril Tribes"," Embers of Muaat"," Titans of Ul"," Yin Brotherhood"," Nekro Virus"," Xxcha Kingdom","","","Nekro Virus",6996
10,"Prophecy of Kings Only",6,"Async","Clan of Saar"," Nekro Virus"," L1Z1X Mindnet"," Emirates of Hacan"," Ghosts of Creuss"," Xxcha Kingdom","","","Nekro Virus",7005
10,"Prophecy of Kings Only",6,"Async","Naaz-Rokha Alliance"," L1Z1X Mindnet"," Universities of Jol-Nar"," Keleres ~ Mentak"," Mahact Gene-Sorcerers"," Xxcha Kingdom","","","Mahact Gene-Sorcerers",7010
10,"Prophecy of Kings Only",6,"Async","Yin Brotherhood"," Ghosts of Creuss"," Clan of Saar"," Yssaril Tribes"," Embers of Muaat"," Xxcha Kingdom","","","Ghosts of Creuss",7016
10,"Prophecy of Kings Only",6,"Async","Winnu"," Titans of Ul"," Mentak Coalition"," Nekro Virus"," Federation of Sol"," Xxcha Kingdom","","","Winnu",7024
10,"Prophecy of Kings Only",6,"Async","Emirates of Hacan"," Sardakk N'orr"," Yssaril Tribes"," Federation of Sol"," Titans of Ul"," Xxcha Kingdom","","","Yssaril Tribes",7087
10,"Prophecy of Kings Only",6,"Async","Barony of Letnev"," Naalu Collective"," Mahact Gene-Sorcerers"," Arborec"," Naaz-Rokha Alliance"," Xxcha Kingdom","","","Naaz-Rokha Alliance",7092
10,"Prophecy of Kings Only",6,"Async","Naalu Collective"," Ghosts of Creuss"," Titans of Ul"," Federation of Sol"," Argent Flight"," Xxcha Kingdom","","","Federation of Sol",7113
10,"Prophecy of Kings Only",6,"Async","Federation of Sol"," Nomad"," Mentak Coalition"," Sardakk N'orr"," Argent Flight"," Xxcha Kingdom","","","Xxcha Kingdom",7143
10,"Prophecy of Kings Only",6,"Async","Nomad"," Empyrean"," Naalu Collective"," Yssaril Tribes"," Federation of Sol"," Xxcha Kingdom","","","Empyrean",7150
10,"Prophecy of Kings Only",6,"Async","Barony of Letnev"," Embers of Muaat"," Yssaril Tribes"," Mentak Coalition"," Argent Flight"," Xxcha Kingdom","","","Yssaril Tribes",7169
10,"Prophecy of Kings Only",6,"Async","Federation of Sol"," L1Z1X Mindnet"," Yin Brotherhood"," Ghosts of Creuss"," Nekro Virus"," Xxcha Kingdom","","","Federation of Sol",7199
10,"Prophecy of Kings Only",6,"Async","Yin Brotherhood"," Ghosts of Creuss"," Barony of Letnev"," Titans of Ul"," Keleres ~ Mentak"," Xxcha Kingdom","","","Titans of Ul",7200
10,"Prophecy of Kings Only",6,"Async","Embers of Muaat"," Argent Flight"," L1Z1X Mindnet"," Emirates of Hacan"," Clan of Saar"," Xxcha Kingdom","","","Emirates of Hacan",7202
10,"Prophecy of Kings Only",6,"Async","L1Z1X Mindnet"," Barony of Letnev"," Clan of Saar"," Federation of Sol"," Winnu"," Xxcha Kingdom","","","Federation of Sol",7219
10,"Prophecy of Kings Only",6,"Async","Keleres ~ Mentak"," Yin Brotherhood"," Sardakk N'orr"," Titans of Ul"," Vuil'raith Cabal"," Xxcha Kingdom","","","Xxcha Kingdom",7254
10,"Prophecy of Kings Only",6,"Async","Yin Brotherhood"," Mentak Coalition"," Ghosts of Creuss"," Emirates of Hacan"," Federation of Sol"," Xxcha Kingdom","","","Federation of Sol",7269
10,"Prophecy of Kings Only",6,"Async","Naaz-Rokha Alliance"," Naalu Collective"," L1Z1X Mindnet"," Nomad"," Argent Flight"," Xxcha Kingdom","","","Naalu Collective",7310
10,"Prophecy of Kings Only",6,"Async","Federation of Sol"," Emirates of Hacan"," Nomad"," Naaz-Rokha Alliance"," Titans of Ul"," Xxcha Kingdom","","","Emirates of Hacan",7321
10,"Prophecy of Kings Only",6,"Async","Winnu"," Naalu Collective"," Titans of Ul"," Nekro Virus"," Mahact Gene-Sorcerers"," Xxcha Kingdom","","","Winnu",7373
10,"Prophecy of Kings Only",6,"Async","Universities of Jol-Nar"," Titans of Ul"," Federation of Sol"," Keleres ~ Mentak"," Mahact Gene-Sorcerers"," Xxcha Kingdom","","","Titans of Ul",7384
10,"Prophecy of Kings Only",6,"Async","Keleres ~ Mentak"," Federation of Sol"," Mahact Gene-Sorcerers"," Universities of Jol-Nar"," Clan of Saar"," Xxcha Kingdom","","","Universities of Jol-Nar",7395
10,"Prophecy of Kings Only",6,"Async","Sardakk N'orr"," Arborec"," Yin Brotherhood"," Keleres ~ Mentak"," Yssaril Tribes"," Xxcha Kingdom","","","Arborec",7401
10,"Prophecy of Kings Only",6,"Async","Vuil'raith Cabal"," Federation of Sol"," Nomad"," Emirates of Hacan"," Embers of Muaat"," Xxcha Kingdom","","","Federation of Sol",7415
10,"Prophecy of Kings Only",6,"Async","Nekro Virus"," Universities of Jol-Nar"," Embers of Muaat"," Yssaril Tribes"," Federation of Sol"," Xxcha Kingdom","","","Federation of Sol",7416
10,"Prophecy of Kings Only",6,"Async","Winnu"," Universities of Jol-Nar"," Yssaril Tribes"," Nomad"," Argent Flight"," Xxcha Kingdom","","","Yssaril Tribes",7420
10,"Prophecy of Kings Only",6,"Async","Yssaril Tribes"," Nekro Virus"," Naalu Collective"," Arborec"," Winnu"," Xxcha Kingdom","","","Xxcha Kingdom",7455
10,"Prophecy of Kings Only",6,"Async","Naalu Collective"," Keleres ~ Mentak"," Nomad"," Naaz-Rokha Alliance"," Yssaril Tribes"," Xxcha Kingdom","","","Nomad",7501
10,"Prophecy of Kings Only",6,"Async","Embers of Muaat"," Clan of Saar"," Keleres ~ Argent"," Yssaril Tribes"," Universities of Jol-Nar"," Xxcha Kingdom","","","Yssaril Tribes",7515
10,"Prophecy of Kings Only",6,"Async","Nomad"," Embers of Muaat"," Naalu Collective"," L1Z1X Mindnet"," Mahact Gene-Sorcerers"," Xxcha Kingdom","","","Embers of Muaat",7522
10,"Prophecy of Kings Only",6,"Async","L1Z1X Mindnet"," Keleres ~ Mentak"," Yssaril Tribes"," Emirates of Hacan"," Naaz-Rokha Alliance"," Xxcha Kingdom","","","Emirates of Hacan",7536
10,"Prophecy of Kings Only",6,"Async","L1Z1X Mindnet"," Barony of Letnev"," Titans of Ul"," Nekro Virus"," Keleres ~ Mentak"," Xxcha Kingdom","","","Barony of Letnev",7612
10,"Prophecy of Kings Only",6,"Async","Yin Brotherhood"," Emirates of Hacan"," Ghosts of Creuss"," Mentak Coalition"," Argent Flight"," Xxcha Kingdom","","","Ghosts of Creuss",7623
10,"Prophecy of Kings Only",6,"Async","Naalu Collective"," Argent Flight"," Clan of Saar"," Universities of Jol-Nar"," Nekro Virus"," Xxcha Kingdom","","","Clan of Saar",7640
10,"Prophecy of Kings Only",6,"Async","Keleres ~ Mentak"," Mahact Gene-Sorcerers"," Ghosts of Creuss"," Clan of Saar"," Titans of Ul"," Xxcha Kingdom","","","Titans of Ul",7731
10,"Prophecy of Kings Only",6,"Async","Naaz-Rokha Alliance"," Sardakk N'orr"," Emirates of Hacan"," Universities of Jol-Nar"," Mentak Coalition"," Xxcha Kingdom","","","Universities of Jol-Nar",7743
